id,session_id,date_time,price,quantity,product_id,customer_id
445614,10294568,2014-09-13 13:24:37.543,9947.00,1,4,17786
445615,10294568,2014-09-13 13:24:37.817,2093.00,1,219,17786
445616,10294572,2014-09-14 17:30:31.087,627.00,1,56,14070
445617,10294572,2014-09-14 17:30:30.993,1360.00,1,48,14070
445618,10294572,2014-09-14 17:30:30.940,1046.00,1,520,14070
445619,10294583,2014-09-13 19:01:39.663,1151.00,1,118,14425
445620,10294588,2014-09-15 08:39:16.423,14556.00,4,249,1098
445621,10294589,2014-09-15 21:26:50.573,3350.00,3,334,17057
445622,10294589,2014-09-15 21:26:54.577,5863.00,1,102,17057
445623,10294589,2014-09-15 21:26:54.577,1046.00,1,579,17057
445624,10294593,2014-09-14 07:58:39.470,941.00,1,86,18036
445625,10294593,2014-09-14 07:58:39.477,941.00,1,489,18036
445626,10294594,2014-09-12 17:43:58.700,1046.00,1,252,16772
445627,10294594,2014-09-12 17:43:58.690,1570.00,1,482,16772
445628,10294594,2014-09-12 17:43:58.713,1046.00,1,151,16772
445629,10294594,2014-09-12 17:43:58.637,732.00,1,450,16772
445630,10294597,2014-09-14 13:49:50.773,261.00,2,462,17746
445631,10294597,2014-09-14 13:49:50.537,732.00,2,387,17746
445632,10294602,2014-09-09 10:39:48.940,784.00,2,186,15737
445633,10294602,2014-09-09 10:39:49.203,449.00,1,382,15737
445634,10294602,2014-09-09 10:39:49.007,523.00,1,227,15737
445635,10294602,2014-09-09 10:39:48.877,837.00,1,179,15737
445636,10294608,2014-09-14 11:49:02.250,1360.00,1,89,17598
445637,10294653,2014-09-13 17:33:50.617,941.00,1,317,18187
445638,10294653,2014-09-13 17:33:50.693,837.00,1,210,18187
445639,10294653,2014-09-13 17:33:50.717,313.00,3,568,18187
445640,10294653,2014-09-13 17:33:50.740,680.00,1,130,18187
445641,10294653,2014-09-13 17:33:50.417,523.00,1,384,18187
445642,10294653,2014-09-13 17:33:50.527,523.00,1,87,18187
445643,10294653,2014-09-13 17:33:50.320,1046.00,1,455,18187
445644,10294656,2014-09-13 14:30:51.717,523.00,1,335,18270
445645,10294656,2014-09-13 14:30:51.553,941.00,1,256,18270
445646,10294656,2014-09-13 14:30:51.607,1465.00,1,302,18270
445647,10294656,2014-09-13 14:30:51.650,1046.00,1,364,18270
445648,10294659,2014-09-15 20:03:34.360,814.00,1,398,17777
445649,10294753,2014-09-15 14:47:19.740,2093.00,3,392,8619
445650,10294753,2014-09-15 14:47:19.743,2093.00,5,392,8619
445651,10294753,2014-09-15 14:47:19.743,2093.00,6,392,8619
445652,10294762,2014-09-13 10:37:06.827,1046.00,1,66,18138
445653,10294762,2014-09-13 10:37:06.897,941.00,1,489,18138
445654,10294818,2014-09-15 20:55:20.220,1570.00,1,597,13869
445655,10294818,2014-09-15 20:55:19.943,3350.00,1,375,13869
445656,10294918,2014-09-10 19:47:27.157,941.00,1,161,15769
445657,10294918,2014-09-10 19:47:27.157,1046.00,1,606,15769
445658,10294918,2014-09-10 19:47:27.147,837.00,1,92,15769
445659,10294918,2014-09-10 19:47:27.143,837.00,2,372,15769
445660,10294918,2014-09-10 19:47:27.150,941.00,1,128,15769
445661,10294919,2014-09-12 14:42:55.323,784.00,1,486,15046
445662,10294919,2014-09-12 14:42:55.383,784.00,1,100,15046
445663,10294941,2014-09-12 15:07:54.437,1989.00,1,402,13543
445664,10294964,2014-09-13 05:25:54.000,837.00,1,372,17859
445665,10294964,2014-09-13 05:25:53.953,941.00,1,128,17859
445666,10294982,2014-09-13 04:58:32.280,837.00,1,10,18081
445667,10294982,2014-09-13 04:58:32.303,208.00,1,269,18081
445668,10294982,2014-09-13 04:58:32.277,1360.00,1,89,18081
445669,10294982,2014-09-13 04:58:32.280,449.00,1,130,18081
445670,10294982,2014-09-13 04:58:32.280,418.00,1,65,18081
445671,10295009,2014-09-11 16:47:48.787,1674.00,1,595,16686
445672,10295009,2014-09-11 16:47:48.860,1046.00,1,579,16686
445673,10295021,2014-09-10 13:52:24.090,1151.00,2,33,15826
445674,10295046,2014-09-14 11:41:06.413,1360.00,3,415,9995
445675,10295046,2014-09-14 11:41:17.880,1360.00,3,415,9995
445676,10295058,2014-09-14 16:10:52.873,1570.00,1,307,17166
445677,10295058,2014-09-14 16:10:52.777,1360.00,1,342,17166
445678,10295109,2014-09-14 17:39:51.767,3350.00,1,375,13808
445679,10295132,2014-09-13 12:34:29.647,1046.00,1,606,15973
445680,10295132,2014-09-13 12:34:29.637,1360.00,1,284,15973
445681,10295132,2014-09-13 12:34:29.750,732.00,2,450,15973
445682,10295137,2014-09-14 14:14:43.093,732.00,2,387,18110
445683,10295137,2014-09-14 14:14:43.220,1360.00,1,167,18110
445684,10295141,2014-09-14 12:38:57.517,1360.00,1,373,9613
445685,10295141,2014-09-14 12:38:57.680,313.00,1,302,9613
445686,10295143,2014-09-10 17:34:41.287,4188.00,2,85,5208
445687,10295148,2014-09-10 12:38:32.783,732.00,1,442,13086
445688,10295148,2014-09-10 12:38:32.733,167.00,3,278,13086
445689,10295161,2014-09-12 08:13:49.520,1570.00,1,561,17287
445690,10295161,2014-09-12 08:13:46.503,1570.00,1,551,17287
445691,10295161,2014-09-12 08:13:49.597,1570.00,1,551,17287
445692,10295161,2014-09-12 08:13:49.607,1046.00,1,245,17287
445693,10295161,2014-09-12 08:13:46.507,1046.00,1,245,17287
445694,10295161,2014-09-12 08:13:49.613,1360.00,1,89,17287
445695,10295161,2014-09-12 08:13:46.507,1360.00,1,89,17287
445696,10295161,2014-09-12 08:13:46.497,1570.00,1,561,17287
445697,10295166,2014-09-12 13:08:50.313,4188.00,1,571,17888
445698,10295202,2014-09-12 10:57:20.917,1360.00,1,208,14084
445699,10295202,2014-09-12 10:57:20.947,1360.00,1,123,14084
445700,10295236,2014-09-15 08:35:18.787,2303.00,3,304,8219
445701,10295327,2014-09-14 14:31:22.083,3141.00,1,563,9013
445702,10295374,2014-09-13 07:39:17.320,11414.00,1,515,18008
445703,10295404,2014-09-11 18:59:08.427,554.00,1,487,16731
445704,10295404,2014-09-11 18:59:08.477,1151.00,1,280,16731
445705,10295408,2014-09-15 15:26:40.067,1151.00,1,307,18420
445706,10295408,2014-09-15 15:26:40.073,1570.00,1,248,18420
445707,10295408,2014-09-15 15:26:40.080,1779.00,1,61,18420
445708,10295408,2014-09-15 15:26:40.090,1151.00,1,408,18420
445709,10295408,2014-09-15 15:26:40.057,1465.00,1,122,18420
445710,10295408,2014-09-15 15:26:40.050,889.00,1,107,18420
445711,10295409,2014-09-11 16:28:40.110,3664.00,1,562,16178
445712,10295409,2014-09-11 16:28:40.047,5235.00,1,585,16178
445713,10295429,2014-09-12 14:31:56.313,523.00,1,72,17516
445714,10295429,2014-09-12 14:31:56.353,6596.00,1,222,17516
445715,10295429,2014-09-12 14:31:56.313,21886.00,1,105,17516
445716,10295478,2014-09-13 19:29:00.027,523.00,3,274,16628
445717,10295497,2014-09-13 10:17:43.843,2093.00,3,57,13344
445718,10295497,2014-09-13 10:17:43.893,837.00,1,210,13344
445719,10295499,2014-09-13 16:26:56.260,2617.00,1,271,16925
445720,10295499,2014-09-13 16:26:56.340,4188.00,1,483,16925
445721,10295531,2014-09-13 16:53:05.620,397.00,1,507,12676
445722,10295531,2014-09-13 16:53:05.607,3664.00,1,509,12676
445723,10295531,2014-09-13 16:53:05.643,397.00,1,529,12676
445724,10295544,2014-09-11 07:23:32.577,3141.00,2,322,16547
445725,10295554,2014-09-12 09:47:36.980,10471.00,1,97,16976
445726,10295556,2014-09-15 08:06:20.423,941.00,1,86,15930
445727,10295556,2014-09-15 08:06:20.457,523.00,1,210,15930
445728,10295556,2014-09-15 08:06:20.377,941.00,2,86,15930
445729,10295557,2014-09-14 17:31:29.003,732.00,1,276,18323
445730,10295557,2014-09-14 17:31:28.990,1046.00,1,66,18323
445731,10295557,2014-09-14 17:31:29.007,1046.00,1,151,18323
445732,10295557,2014-09-14 17:31:29.010,837.00,1,210,18323
445733,10295557,2014-09-14 17:31:28.993,418.00,1,483,18323
445734,10295597,2014-09-14 13:47:06.100,1046.00,1,151,10251
445735,10295597,2014-09-14 13:51:25.877,1046.00,1,151,10251
445736,10295597,2014-09-14 13:51:25.877,732.00,1,276,10251
445737,10295597,2014-09-14 13:47:06.110,732.00,1,276,10251
445738,10295643,2014-09-13 08:11:27.870,3664.00,1,38,17803
445739,10295643,2014-09-13 08:11:27.687,732.00,1,207,17803
445740,10295643,2014-09-13 08:11:27.777,2617.00,1,596,17803
445741,10295648,2014-09-13 15:02:57.963,1989.00,1,238,12743
445742,10295648,2014-09-13 15:02:57.907,2931.00,1,302,12743
445743,10295657,2014-09-13 09:22:52.250,1046.00,1,402,16916
445744,10295657,2014-09-13 09:22:52.277,837.00,1,267,16916
445745,10295664,2014-09-15 16:52:11.633,1465.00,2,522,11538
445746,10295664,2014-09-15 16:52:11.647,1360.00,2,524,11538
445747,10295664,2014-09-15 16:52:11.663,523.00,2,491,11538
445748,10295729,2014-09-14 15:39:04.350,1465.00,2,59,18175
445749,10295729,2014-09-14 15:39:04.197,1360.00,1,252,18175
445750,10295729,2014-09-14 15:39:04.083,2093.00,1,557,18175
445751,10295729,2014-09-14 15:39:04.137,1360.00,1,373,18175
445752,10295729,2014-09-14 15:39:04.327,1570.00,1,273,18175
445753,10295729,2014-09-14 15:39:04.333,627.00,1,584,18175
445754,10295753,2014-09-10 06:44:07.963,941.00,1,128,12473
445755,10295753,2014-09-10 06:44:08.010,837.00,1,372,12473
445756,10295773,2014-09-12 08:40:46.747,1465.00,2,573,13315
445757,10295784,2014-09-15 08:33:49.730,1570.00,2,525,16364
445758,10295802,2014-09-11 16:56:01.753,4188.00,1,571,17111
445759,10295823,2014-09-11 17:25:24.743,2093.00,3,57,3444
445760,10295866,2014-09-12 10:51:31.697,4397.00,1,292,17696
445761,10295888,2014-09-15 19:32:26.230,1674.00,2,422,7924
445762,10295908,2014-09-12 18:50:09.940,2093.00,1,335,16579
445763,10295936,2014-09-15 06:19:30.820,1674.00,1,30,17217
445764,10295936,2014-09-15 06:19:30.927,1046.00,2,36,17217
445765,10295936,2014-09-15 06:19:30.857,1046.00,1,281,17217
445766,10295957,2014-09-14 13:57:30.213,1046.00,1,467,15388
445767,10295957,2014-09-14 13:57:30.263,523.00,4,9,15388
445768,10295957,2014-09-14 13:57:30.443,523.00,1,9,15388
445769,10295996,2014-09-14 19:08:06.233,523.00,6,222,17033
445770,10295996,2014-09-14 19:08:06.357,240.00,3,265,17033
445771,10295996,2014-09-14 19:08:06.170,2617.00,2,550,17033
445772,10296023,2014-09-10 18:24:42.923,2931.00,1,295,17300
445773,10296023,2014-09-10 18:24:42.827,2617.00,1,388,17300
445774,10296069,2014-09-13 12:54:19.460,554.00,1,275,11978
445775,10296069,2014-09-13 12:54:19.423,784.00,1,341,11978
445776,10296084,2014-09-13 17:57:55.660,523.00,1,314,17298
445777,10296084,2014-09-13 17:57:55.937,837.00,1,10,17298
445778,10296084,2014-09-13 17:57:55.727,523.00,1,274,17298
445779,10296088,2014-09-15 06:26:01.527,22934.00,1,96,6195
445780,10296099,2014-09-12 19:11:51.030,208.00,1,477,12111
445781,10296099,2014-09-12 19:11:51.083,313.00,1,302,12111
445782,10296099,2014-09-12 19:11:51.030,732.00,1,355,12111
445783,10296099,2014-09-12 19:11:51.033,1360.00,1,342,12111
445784,10296101,2014-09-12 11:51:58.463,941.00,1,86,18184
445785,10296101,2014-09-12 11:51:58.477,837.00,1,482,18184
445786,10296117,2014-09-14 13:08:26.387,1046.00,2,375,17025
445787,10296117,2014-09-14 13:08:26.320,5235.00,1,499,17025
445788,10296156,2014-09-14 17:54:34.310,732.00,1,387,15128
445789,10296168,2014-09-13 17:54:33.403,5026.00,2,29,16015
445790,10296204,2014-09-12 07:06:22.067,837.00,2,482,13494
445791,10296204,2014-09-12 07:06:22.167,1046.00,1,282,13494
445792,10296207,2014-09-14 10:23:29.023,10261.00,1,110,13776
445793,10296229,2014-09-14 17:59:01.893,3350.00,2,239,18480
445794,10296243,2014-09-14 06:35:13.697,1360.00,1,284,18036
445795,10296243,2014-09-14 06:35:14.217,837.00,1,482,18036
445796,10296243,2014-09-14 06:35:14.453,1046.00,1,606,18036
445797,10296243,2014-09-14 06:35:13.783,941.00,1,86,18036
445798,10296264,2014-09-10 14:19:48.567,2093.00,1,542,18103
445799,10296264,2014-09-10 14:19:48.557,837.00,1,91,18103
445800,10296264,2014-09-10 14:19:48.553,837.00,1,63,18103
445801,10296328,2014-09-13 08:10:15.917,5235.00,1,134,16759
445802,10296328,2014-09-13 08:10:15.917,1465.00,2,95,16759
445803,10296349,2014-09-13 12:18:45.747,2303.00,1,508,11312
445804,10296349,2014-09-13 12:18:45.663,1046.00,1,415,11312
445805,10296386,2014-09-12 12:21:09.967,837.00,1,570,12367
445806,10296386,2014-09-12 12:21:09.947,837.00,1,92,12367
445807,10296438,2014-09-12 18:17:46.313,523.00,1,492,18479
445808,10296438,2014-09-12 18:17:46.073,627.00,1,155,18479
445809,10296438,2014-09-12 18:17:45.913,1360.00,1,284,18479
445810,10296438,2014-09-12 18:17:46.297,449.00,1,263,18479
445811,10296438,2014-09-12 18:17:46.243,680.00,1,311,18479
445812,10296438,2014-09-12 18:17:45.997,523.00,1,384,18479
445813,10296483,2014-09-13 17:41:08.750,2093.00,1,478,15365
445814,10296569,2014-09-15 06:38:03.907,4188.00,1,571,14484
445815,10296583,2014-09-14 18:30:41.447,523.00,1,384,17961
445816,10296583,2014-09-14 18:30:41.440,3664.00,1,509,17961
445817,10296594,2014-09-11 22:22:52.437,4711.00,1,401,14962
445818,10296594,2014-09-11 22:22:52.433,7329.00,2,188,14962
445819,10296594,2014-09-11 22:22:52.437,5235.00,2,478,14962
445820,10296598,2014-09-13 20:11:49.773,9424.00,1,402,18353
445821,10296598,2014-09-13 20:11:49.817,6596.00,2,222,18353
445822,10296598,2014-09-13 20:11:49.790,7853.00,1,165,18353
445823,10296609,2014-09-15 06:37:46.437,1570.00,1,273,12305
445824,10296654,2014-09-15 09:08:15.117,2093.00,1,293,15865
445825,10296654,2014-09-15 09:08:15.113,10891.00,1,511,15865
445826,10296657,2014-09-15 07:00:47.890,2093.00,1,453,15880
445827,10296657,2014-09-15 07:00:47.903,523.00,1,491,15880
445828,10296657,2014-09-15 07:00:47.887,941.00,1,539,15880
445829,10296671,2014-09-15 03:36:24.180,1360.00,1,342,17473
445830,10296671,2014-09-15 03:36:24.083,208.00,1,477,17473
445831,10296671,2014-09-15 03:36:24.090,732.00,1,290,17473
445832,10296671,2014-09-15 03:36:24.137,313.00,1,140,17473
445833,10296671,2014-09-15 03:36:24.170,732.00,1,387,17473
445834,10296678,2014-09-12 14:12:25.073,3769.00,1,423,16134
445835,10296678,2014-09-12 14:12:25.190,418.00,2,204,16134
445836,10296681,2014-09-13 09:17:59.737,7329.00,1,224,15140
445837,10296687,2014-09-14 20:36:07.070,14556.00,1,436,17553
445838,10296727,2014-09-10 08:58:54.877,1151.00,1,303,9707
445839,10296727,2014-09-10 08:58:53.967,1360.00,1,498,9707
445840,10296727,2014-09-10 08:58:54.867,1360.00,1,498,9707
445841,10296727,2014-09-10 08:58:53.973,1151.00,1,303,9707
445842,10296801,2014-09-13 09:09:16.570,313.00,1,140,17654
445843,10296801,2014-09-13 09:09:16.633,837.00,2,60,17654
445844,10296813,2014-09-14 20:33:33.197,1046.00,1,579,14513
445845,10296813,2014-09-14 20:33:33.220,1360.00,1,89,14513
445846,10296813,2014-09-14 20:33:33.233,1046.00,1,245,14513
445847,10296857,2014-09-12 14:53:14.187,4188.00,1,206,17998
445848,10296861,2014-09-13 16:15:45.090,418.00,2,475,17429
445849,10296861,2014-09-13 16:15:45.107,732.00,1,450,17429
445850,10296861,2014-09-13 16:15:45.117,1046.00,1,66,17429
445851,10296886,2014-09-12 17:09:18.247,941.00,1,489,14542
445852,10296886,2014-09-12 17:09:18.307,1046.00,1,606,14542
445853,10296906,2014-09-15 10:29:37.447,1360.00,2,524,18349
445854,10296906,2014-09-15 10:29:37.357,732.00,1,167,18349
445855,10296906,2014-09-15 10:29:37.457,523.00,1,113,18349
445856,10296907,2014-09-14 13:03:17.913,313.00,1,140,18145
445857,10296907,2014-09-14 13:03:17.977,1570.00,1,307,18145
445858,10296907,2014-09-14 13:03:17.920,941.00,1,128,18145
445859,10296907,2014-09-14 13:03:17.980,837.00,1,372,18145
445860,10296907,2014-09-14 13:03:17.927,627.00,1,494,18145
445861,10296907,2014-09-14 13:03:17.920,732.00,1,290,18145
445862,10296907,2014-09-14 13:03:17.990,1360.00,1,22,18145
445863,10296956,2014-09-14 14:41:37.697,7329.00,1,586,14133
445864,10296967,2014-09-10 18:48:09.080,1779.00,2,65,11253
445865,10296973,2014-09-10 21:22:22.497,732.00,1,345,17848
445866,10296973,2014-09-10 21:22:22.440,313.00,2,88,17848
445867,10296974,2014-09-13 18:38:04.743,397.00,1,507,17712
445868,10296974,2014-09-13 18:38:04.737,1360.00,1,342,17712
445869,10296978,2014-09-14 22:31:47.713,837.00,1,267,15509
445870,10296978,2014-09-14 22:31:47.727,1360.00,1,89,15509
445871,10296978,2014-09-14 22:31:47.717,313.00,1,140,15509
445872,10296978,2014-09-14 22:31:47.723,1360.00,1,284,15509
445873,10297013,2014-09-15 14:12:02.130,1989.00,1,467,6928
445874,10297108,2014-09-10 16:48:48.797,1046.00,1,455,18240
445875,10297108,2014-09-10 16:48:48.793,1046.00,1,66,18240
445876,10297108,2014-09-10 16:48:48.913,418.00,1,475,18240
445877,10297127,2014-09-15 15:12:28.813,732.00,1,290,9350
445878,10297127,2014-09-15 15:12:28.773,1570.00,1,307,9350
445879,10297181,2014-09-12 18:14:35.747,523.00,1,127,17800
445880,10297181,2014-09-12 18:14:35.737,837.00,1,570,17800
445881,10297181,2014-09-12 18:14:35.723,941.00,1,489,17800
445882,10297192,2014-09-15 07:41:58.367,1570.00,1,307,12665
445883,10297192,2014-09-15 07:41:58.463,1360.00,1,342,12665
445884,10297192,2014-09-15 07:41:58.280,732.00,1,290,12665
445885,10297192,2014-09-15 07:41:58.197,313.00,1,140,12665
445886,10297207,2014-09-14 16:57:27.500,523.00,1,474,16704
445887,10297207,2014-09-14 16:57:27.173,1360.00,1,373,16704
445888,10297207,2014-09-14 16:57:27.487,732.00,1,290,16704
445889,10297207,2014-09-14 16:57:27.523,627.00,1,431,16704
445890,10297207,2014-09-14 16:57:27.510,627.00,1,349,16704
445891,10297207,2014-09-14 16:57:27.403,313.00,1,140,16704
445892,10297207,2014-09-14 16:57:27.250,680.00,1,119,16704
445893,10297207,2014-09-14 16:57:27.340,313.00,1,302,16704
445894,10297226,2014-09-10 09:50:43.793,6806.00,1,587,6047
445895,10297227,2014-09-10 16:42:43.297,6282.00,1,70,12906
445896,10297236,2014-09-13 18:43:49.900,5235.00,1,585,7216
445897,10297259,2014-09-13 16:37:39.827,2617.00,1,338,14685
445898,10297279,2014-09-14 21:29:43.867,3769.00,3,423,18474
445899,10393644,2014-09-11 17:12:22.877,1151.00,1,174,785
445900,10393647,2014-09-12 16:09:47.643,1360.00,1,373,17488
445901,10393647,2014-09-12 16:09:47.647,680.00,1,119,17488
445902,10393647,2014-09-12 16:09:47.643,313.00,1,302,17488
445903,10393647,2014-09-12 16:09:47.647,732.00,1,387,17488
445904,10393647,2014-09-12 16:09:47.650,313.00,3,161,17488
445905,10393647,2014-09-12 16:09:47.643,313.00,2,568,17488
445906,10393668,2014-09-13 10:16:39.750,5235.00,1,134,6971
445907,10393698,2014-09-15 18:46:12.650,1046.00,1,151,10869
445908,10393698,2014-09-15 18:46:12.653,523.00,1,274,10869
445909,10393698,2014-09-15 18:46:12.640,837.00,1,10,10869
445910,10393698,2014-09-15 18:46:12.653,1046.00,1,252,10869
445911,10393716,2014-09-14 12:41:20.630,6282.00,2,136,13293
445912,10393742,2014-09-15 14:20:53.863,1360.00,1,373,16679
445913,10393742,2014-09-15 14:20:53.877,941.00,2,489,16679
445914,10393742,2014-09-15 14:20:53.870,680.00,1,119,16679
445915,10393753,2014-09-15 09:12:17.963,1046.00,1,372,7480
445916,10393756,2014-09-13 18:36:54.687,1360.00,1,89,18190
445917,10393756,2014-09-13 18:36:54.807,523.00,1,21,18190
445918,10393756,2014-09-13 18:36:54.833,1046.00,1,402,18190
445919,10393756,2014-09-13 18:36:54.797,941.00,1,277,18190
445920,10393756,2014-09-13 18:36:54.537,313.00,1,302,18190
445921,10393756,2014-09-13 18:36:54.640,1046.00,1,66,18190
445922,10393756,2014-09-13 18:36:54.587,261.00,3,462,18190
445923,10393756,2014-09-13 18:36:54.787,4397.00,1,107,18190
445924,10393756,2014-09-13 18:36:54.737,397.00,1,529,18190
445925,10393756,2014-09-13 18:36:54.787,1046.00,1,36,18190
445926,10393756,2014-09-13 18:36:54.783,941.00,1,366,18190
445927,10393756,2014-09-13 18:36:54.723,313.00,1,568,18190
445928,10393756,2014-09-13 18:36:54.703,5235.00,1,499,18190
445929,10393756,2014-09-13 18:36:54.757,313.00,2,568,18190
445930,10393756,2014-09-13 18:36:54.800,1046.00,1,246,18190
445931,10393823,2014-09-15 14:51:35.047,1570.00,1,307,12010
445932,10393887,2014-09-15 12:28:05.407,732.00,1,387,9631
445933,10393888,2014-09-14 09:24:02.553,1884.00,1,11,14942
445934,10393888,2014-09-14 09:24:02.383,1046.00,1,415,14942
445935,10393888,2014-09-14 09:24:02.437,1046.00,1,548,14942
445936,10393888,2014-09-14 09:24:02.563,732.00,1,428,14942
445937,10393891,2014-09-14 09:26:43.073,1360.00,1,284,18305
445938,10393891,2014-09-14 09:26:43.143,1360.00,1,89,18305
445939,10393892,2014-09-14 18:48:49.617,1674.00,1,30,13167
445940,10393892,2014-09-14 18:48:49.617,1046.00,1,36,13167
445941,10393892,2014-09-14 18:48:49.617,1151.00,1,300,13167
445942,10393892,2014-09-14 18:48:49.710,1046.00,1,423,13167
